season,date,stadium,awayTeam,homeTeam,awayScores,homeScores,away_total_score,home_total_score,total_score,high_score,home_win,H,HR,2B,3B,BB,SO
中職2024年,2024-05-17 18:35:00,臺北市立天母棒球場,富邦悍將,味全龍,"['0', '0', '0', '1', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '1', '7', '0', '0']",1,8,9,0,1,15,2,1,0,8,10
中職2024年,2024-05-17 18:35:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '1', '0', '0', '0', '1', '1', '1', '0']","['0', '0', '3', '2', '2', '1', '0', '0', '0']",4,8,12,1,1,26,0,3,1,8,13
中職2024年,2024-05-15 18:35:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '0', '0', '0', '0', '1', '4', '0', '0']","['0', '1', '0', '0', '1', '0', '0', '0', '0']",5,2,7,0,0,21,0,4,0,7,15
中職2024年,2024-05-14 18:35:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '2', '2', '0', '0', '0', '1', '0']",1,5,6,0,1,20,1,2,0,5,8
中職2024年,2024-05-14 18:35:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '0', '0', '2', '0', '0', '0', '0', '0']","['2', '0', '4', '0', '0', '0', '2', '1', '0']",2,9,11,1,1,26,1,6,0,5,18
中職2024年,2024-05-11 17:05:00,樂天桃園棒球場,統一7-ELEVEn獅,樂天桃猿,"['2', '0', '0', '0', '0', '0', '1', '0', '1', '5']","['1', '0', '0', '1', '0', '0', '0', '2', '0', '0']",9,4,13,1,0,21,1,0,2,7,16
中職2024年,2024-05-10 18:35:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '0', '3', '0', '3', '0', '0', '0', '0']","['0', '0', '0', '0', '2', '0', '1', '0', '0']",6,3,9,0,0,18,0,6,0,9,13
中職2024年,2024-05-09 18:35:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['0', '0', '2', '0', '3', '0', '4', '0', '1']","['0', '0', '0', '0', '0', '0', '0', '0', '2']",10,2,12,1,0,24,0,6,2,7,15
中職2024年,2024-05-08 18:35:00,臺中市洲際棒球場,統一7-ELEVEn獅,中信兄弟,"['3', '0', '0', '0', '0', '1', '2', '0', '2']","['0', '0', '0', '0', '0', '0', '0', '0', '0']",8,0,8,0,0,18,0,0,1,8,20
中職2024年,2024-05-05 14:05:00,臺中市洲際棒球場,富邦悍將,中信兄弟,"['1', '3', '0', '0', '0', '0', '0', '1', '0', '0', '2']","['2', '0', '1', '1', '0', '0', '1', '0', '0', '0', '3']",7,8,15,1,1,21,3,6,0,7,17
中職2024年,2024-05-05 14:05:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '2', '2', '0', '2', '1', '0', '0', '0']",0,7,7,0,1,19,1,1,0,8,12
中職2024年,2024-05-03 18:35:00,臺北市立天母棒球場,台鋼雄鷹,味全龍,"['0', '0', '2', '0', '0', '0', '1', '0', '2']","['1', '0', '0', '0', '0', '0', '0', '0', '0']",5,1,6,0,0,13,0,1,0,4,9
中職2024年,2024-05-01 18:35:00,臺北市立天母棒球場,中信兄弟,味全龍,"['2', '0', '0', '2', '0', '0', '0', '0', '0']","['1', '0', '0', '0', '1', '0', '0', '0', '0']",4,2,6,0,0,17,1,1,1,9,13
中職2024年,2024-04-27 17:05:00,新北市立新莊棒球場,味全龍,富邦悍將,"['0', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0']","['1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1']",3,4,7,0,1,17,0,2,0,14,15
中職2024年,2024-04-27 17:05:00,樂天桃園棒球場,台鋼雄鷹,樂天桃猿,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['1', '0', '0', '0', '0', '0', '0', '0', '0']",0,1,1,0,1,10,0,1,0,1,12
中職2024年,2024-04-23 18:35:00,新北市立新莊棒球場,台鋼雄鷹,富邦悍將,"['1', '0', '0', '0', '0', '0', '0', '0', '0']","['0', '1', '0', '0', '1', '0', '2', '0', '0']",1,4,5,0,1,14,2,1,1,4,12
中職2024年,2024-04-23 18:35:00,臺中市洲際棒球場,樂天桃猿,中信兄弟,"['0', '0', '1', '0', '0', '0', '4', '0', '1']","['0', '0', '0', '0', '1', '0', '0', '1', '0']",6,2,8,0,0,19,1,5,0,4,12
中職2024年,2024-04-20 17:05:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '1', '0', '0', '0', '0', '0', '0']","['0', '0', '2', '3', '0', '0', '1', '1', '0']",1,7,8,0,1,21,1,2,0,3,4
中職2024年,2024-04-19 18:35:00,澄清湖棒球場,中信兄弟,台鋼雄鷹,"['0', '0', '0', '3', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0', '0', '2', '0']",3,2,5,0,0,14,1,0,0,10,13
中職2024年,2024-04-18 18:35:00,新北市立新莊棒球場,中信兄弟,富邦悍將,"['0', '2', '0', '0', '3', '0', '0', '1', '0']","['0', '0', '0', '0', '0', '0', '2', '0', '0']",6,2,8,0,0,21,0,3,0,7,6
中職2024年,2024-04-17 18:23:00,斗六棒球場,味全龍,台鋼雄鷹,"['0', '0', '0', '0', '0', '1', '4', '1', '6']","['0', '0', '3', '0', '0', '0', '0', '0', '0']",12,3,15,1,0,22,0,4,1,5,22
中職2024年,2024-04-16 18:35:00,臺南市立棒球場,統一7-ELEVEn獅,樂天桃猿,"['1', '2', '0', '4', '1', '0', '0', '2', '1']","['0', '0', '1', '0', '0', '0', '0', '0', '0']",11,1,12,1,0,23,0,4,0,12,16
中職2024年,2024-04-13 17:05:00,新北市立新莊棒球場,樂天桃猿,富邦悍將,"['0', '0', '0', '1', '0', '0', '0', '4', '3']","['0', '0', '0', '0', '0', '1', '0', '0', '0']",8,1,9,0,0,24,1,3,1,7,10
中職2024年,2024-04-12 18:35:00,臺中市洲際棒球場,味全龍,中信兄弟,"['0', '2', '0', '0', '0', '0', '0', '0', '0']","['0', '2', '0', '0', '0', '0', '0', '0', '1']",2,3,5,0,1,11,1,3,0,9,15
中職2024年,2024-04-09 18:20:00,澄清湖棒球場,樂天桃猿,台鋼雄鷹,"['0', '0', '0', '0', '1', '0', '0', '4', '0']","['1', '0', '1', '0', '1', '0', '0', '0', '3']",5,6,11,1,1,19,0,10,0,7,13
中職2024年,2024-04-09 18:09:00,臺南市立棒球場,中信兄弟,統一7-ELEVEn獅,"['0', '1', '0', '0', '0', '0', '0', '0', '0']","['0', '2', '0', '0', '1', '0', '0', '2', '0']",1,5,6,0,1,17,2,2,0,4,18
中職2024年,2024-04-07 14:05:00,臺北大巨蛋,中信兄弟,樂天桃猿,"['0', '8', '0', '0', '0', '0', '0', '0', '0']","['0', '0', '3', '0', '0', '4', '0', '4', '0']",8,11,19,1,1,23,2,5,1,8,17
中職2024年,2024-04-06 17:06:00,臺北市立天母棒球場,統一7-ELEVEn獅,味全龍,"['0', '1', '0', '3', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '3', '0', '0', '0']",4,3,7,0,0,13,2,4,0,8,20
中職2024年,2024-04-05 17:05:00,臺北大巨蛋,中信兄弟,樂天桃猿,"['0', '1', '2', '0', '0', '1', '1', '2', '0']","['0', '0', '0', '0', '1', '0', '0', '0', '0']",7,1,8,0,0,19,1,3,0,7,19
中職2024年,2024-04-04 17:05:00,新北市立新莊棒球場,統一7-ELEVEn獅,富邦悍將,"['0', '0', '0', '0', '1', '1', '0', '0', '0']","['0', '0', '0', '0', '0', '1', '0', '0', '0']",2,1,3,0,0,12,0,1,0,7,17
中職2024年,2024-04-04 17:05:00,臺北市立天母棒球場,味全龍,樂天桃猿,"['0', '0', '0', '1', '2', '0', '0', '0', '0']","['0', '0', '0', '0', '4', '0', '0', '0', '0']",3,4,7,0,1,14,1,2,2,7,16
中職2024年,2024-04-03 18:35:00,臺北市立天母棒球場,味全龍,樂天桃猿,"['1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '0', '0', '1', '0', '0', '0', '0', '0']",2,1,3,0,0,20,0,5,0,3,13
中職2024年,2024-03-31 17:10:00,臺南市立棒球場,富邦悍將,統一7-ELEVEn獅,"['0', '0', '0', '0', '0', '0', '0', '0', '0']","['4', '0', '1', '0', '3', '0', '1', '0', '0']",0,9,9,0,1,27,0,2,3,5,16
